time_s,ax,ay,az,gx,gy,gz,qx,qy,qz,qw
76.951,7.9688,13.6758,1.8789,2.1836,-1.3047,1.3691,-0.1326,-0.6210,-0.7052,0.3152
76.973,6.1680,14.4805,1.3398,2.1992,-1.8535,1.0703,-0.1868,-0.6666,-0.6368,0.3395
76.993,6.2812,9.9219,1.9922,1.6738,-2.2988,-1.1016,-0.1868,-0.6666,-0.6368,0.3395
77.013,2.3359,7.6250,1.1875,1.6582,-1.3320,-2.8008,-0.2015,-0.7142,-0.5901,0.3179
77.034,2.0312,9.5781,-0.0781,1.3398,-0.9219,-4.2988,-0.2015,-0.7142,-0.5901,0.3179
77.055,1.3789,7.2734,2.2969,1.6504,-0.0020,-5.4102,-0.2015,-0.7142,-0.5901,0.3179
77.075,4.0625,16.3555,1.3398,1.2051,1.0820,-5.7148,-0.2015,-0.7142,-0.5901,0.3179
77.096,1.9141,19.1484,2.5273,2.3066,-0.4180,-5.3203,-0.2015,-0.7142,-0.5901,0.3179
77.116,5.2500,16.1680,3.5625,2.7012,-1.3887,-5.3672,-0.0140,-0.7939,-0.5815,0.1772
77.137,3.4844,17.8945,0.7266,2.8066,-2.5332,-4.9590,-0.0140,-0.7939,-0.5815,0.1772
77.157,5.2500,19.1172,2.1445,2.5195,-2.7500,-4.8340,-0.0140,-0.7939,-0.5815,0.1772
77.177,3.6758,17.2734,1.3008,2.1641,-4.2695,-4.6992,0.0689,-0.8343,-0.5438,0.0593
77.198,7.3164,15.3984,-0.0391,1.7988,-4.8516,-4.3711,0.0689,-0.8343,-0.5438,0.0593
77.222,4.5977,13.6719,-0.3047,1.5820,-4.9160,-4.0859,-0.1097,0.8499,0.5067,0.0941
77.241,3.7930,12.4844,-0.1523,0.8867,-5.4512,-3.8652,-0.1097,0.8499,0.5067,0.0941
77.259,-0.1523,12.3789,-0.5742,0.4805,-5.5742,-3.4980,-0.1097,0.8499,0.5067,0.0941
77.280,-0.3828,11.2227,-1.9141,0.0898,-4.5527,-3.2305,-0.1229,0.8287,0.4818,0.2571
77.303,-6.5508,10.8789,-2.2227,0.2852,-4.5664,-3.5020,-0.1229,0.8287,0.4818,0.2571
77.321,-5.4766,11.4570,-1.9922,0.2207,-4.2461,-3.5234,-0.1335,0.7828,0.4642,0.3923
77.341,-4.1758,11.8359,-2.0703,0.3691,-2.5508,-3.6094,-0.1335,0.7828,0.4642,0.3923
77.363,-5.5938,9.5430,-0.8438,-0.4258,-1.7734,-3.5000,-0.1335,0.7828,0.4642,0.3923
77.383,-8.3906,13.7148,2.5273,-0.2949,-2.1055,-3.5879,-0.1335,0.7828,0.4642,0.3923
77.403,-9.2305,10.5352,2.8359,-0.7188,-3.5508,-3.0996,-0.1335,0.7828,0.4642,0.3923
77.424,-7.3555,12.5625,5.6680,-1.0723,-4.2520,-2.4629,-0.2052,0.6821,0.4079,0.5712
77.445,-3.6758,12.6055,7.6602,-2.0117,-3.5605,-2.0664,-0.2052,0.6821,0.4079,0.5712
77.465,-2.1055,11.6406,10.3828,-2.7324,-2.0918,-1.8711,-0.2052,0.6821,0.4079,0.5712
77.485,-1.4180,11.5312,12.5273,-3.6328,-0.3418,-1.7051,-0.2313,0.5983,0.4205,0.6417
77.506,-2.8711,10.4961,12.7188,-4.3652,0.2559,-1.4785,-0.2313,0.5983,0.4205,0.6417
77.528,-4.9805,9.8086,10.1914,-4.9629,-0.1230,-1.1934,-0.3120,0.5390,0.4499,0.6401
77.547,-4.4453,9.9648,9.0781,-5.5586,-0.2891,-0.9785,-0.3120,0.5390,0.4499,0.6401
77.567,-4.3281,9.5430,7.5469,-6.0781,-0.4453,-0.8379,-0.3120,0.5390,0.4499,0.6401
77.588,-4.0234,8.7773,5.7070,-6.5254,-0.7617,-0.7344,-0.4067,0.4620,0.5035,0.6064
77.611,-3.2188,7.0898,2.7578,-6.8613,-1.1660,-0.5625,-0.4067,0.4620,0.5035,0.6064
77.629,-2.5273,6.5898,1.4922,-7.1250,-1.3848,-0.2441,-0.4968,0.3539,0.5707,0.5497
77.649,-1.9922,6.4414,0.0000,-7.2539,-1.6172,0.0859,-0.4968,0.3539,0.5707,0.5497
77.670,-1.7617,6.2070,-1.5703,-7.2617,-1.9297,0.5312,-0.4968,0.3539,0.5707,0.5497
77.692,-1.6484,5.5938,-4.0977,-7.1113,-2.1504,1.1094,-0.5641,0.2254,0.6437,0.4655
77.711,-1.8008,5.5195,-4.2148,-6.8984,-2.3184,1.7051,-0.5641,0.2254,0.6437,0.4655
77.731,-1.8789,6.5859,-4.0977,-6.6426,-2.6934,2.3340,-0.5928,0.1056,0.7149,0.3555
77.753,-2.7578,6.9688,-4.2891,-6.2031,-2.9922,3.0684,-0.5928,0.1056,0.7149,0.3555
77.773,-1.9922,7.1289,-4.4453,-5.4961,-2.8340,3.7637,-0.5928,0.1056,0.7149,0.3555
77.793,-2.0703,6.3203,-3.4492,-4.8750,-2.2109,4.2090,-0.5806,0.0181,0.7826,0.2241
77.814,-2.5273,5.5586,-2.5273,-4.2344,-1.8008,4.5547,-0.5806,0.0181,0.7826,0.2241
77.834,-2.9102,4.7539,-2.0703,-3.5625,-1.4883,4.8262,-0.5557,-0.0172,0.8270,0.0836
77.855,-1.9922,3.3672,-2.9102,-2.8711,-0.9688,5.0684,-0.5557,-0.0172,0.8270,0.0836
77.876,-1.8008,3.0273,-3.6406,-2.2422,-0.2773,5.2109,-0.5557,-0.0172,0.8270,0.0836
77.896,-1.4180,2.6797,-4.0664,-1.6387,0.6797,5.2227,0.5367,0.0010,-0.8428,0.0416
77.917,-0.3047,2.0312,-5.5938,-0.9316,0.7051,4.9336,0.5367,0.0010,-0.8428,0.0416
77.938,-0.1914,1.8008,-4.7891,-0.3164,0.4043,4.7852,0.5406,-0.0460,-0.8271,0.1468
77.957,2.4141,3.5234,-3.0273,-0.4180,0.8711,4.7500,0.5406,-0.0460,-0.8271,0.1468
77.978,-6.4375,6.5898,-0.4961,-0.8828,-0.3809,3.8203,0.5406,-0.0460,-0.8271,0.1468
78.000,-22.0625,8.2734,10.8398,-2.2422,-2.4355,4.3965,0.5406,-0.0460,-0.8271,0.1468
78.020,-10.2305,5.2852,8.1602,-2.4707,-2.1055,0.1914,0.5406,-0.0460,-0.8271,0.1468
78.039,-18.0039,23.1367,7.3164,-1.0371,-2.1738,1.7109,0.4799,-0.1220,-0.8104,0.3134
78.060,-25.7070,10.1523,15.1680,-2.6484,-6.0508,-0.7168,0.4799,-0.1220,-0.8104,0.3134
78.101,-11.6406,11.3398,9.1953,-1.5312,-3.9199,-2.5391,0.3808,-0.1189,-0.8644,0.3060
78.122,-10.5703,5.4414,7.4297,-1.4199,-5.6699,-1.6523,0.3808,-0.1189,-0.8644,0.3060
78.142,-11.7188,7.4297,8.4648,-1.0508,-6.7520,-0.7559,0.2719,-0.1003,-0.9272,0.2374
78.162,-1.6094,7.8516,11.4922,-0.5605,-5.1602,-0.5527,0.2719,-0.1003,-0.9272,0.2374
78.183,-2.6797,5.8242,12.5664,-0.5898,-4.1680,-0.2832,0.2719,-0.1003,-0.9272,0.2374
78.204,-2.6055,7.2773,11.7969,-0.4688,-3.4141,-0.2559,0.1354,-0.1114,-0.9642,0.1987
78.224,-2.3359,5.8242,11.4922,-0.4121,-2.5840,-0.3926,0.1354,-0.1114,-0.9642,0.1987
78.245,-1.5312,3.2188,11.4531,-0.5195,-2.4199,-0.5898,0.0566,-0.1151,-0.9763,0.1741
78.265,-1.8789,3.3711,10.7695,-0.5879,-2.6816,-0.3027,0.0566,-0.1151,-0.9763,0.1741
78.285,-1.6484,2.6797,10.3438,-0.6855,-3.2227,-0.1094,0.0566,-0.1151,-0.9763,0.1741
78.307,0.0000,2.4531,10.0352,-0.5586,-2.9219,0.0684,-0.0113,-0.1111,-0.9818,0.1540
78.326,1.2266,2.1055,9.6484,-0.5742,-2.4199,0.2285,-0.0113,-0.1111,-0.9818,0.1540
78.347,1.1875,2.5273,9.2695,-0.5410,-2.3086,0.3359,-0.0823,-0.1065,-0.9798,0.1480
78.367,2.1445,2.3750,9.0039,-0.5098,-2.0000,0.4180,-0.0823,-0.1065,-0.9798,0.1480
78.409,3.2188,2.5273,8.0820,-0.4727,-1.6836,0.3535,-0.1359,-0.1002,-0.9740,0.1511
78.429,3.3320,2.6445,7.8164,-0.4258,-1.3418,0.2500,-0.1359,-0.1002,-0.9740,0.1511
78.450,3.2188,2.4883,7.4727,-0.3047,-0.8672,0.0898,-0.1765,-0.0933,-0.9678,0.1534
78.470,2.9883,1.7617,7.6953,-0.3008,-0.6504,0.0605,-0.1765,-0.0933,-0.9678,0.1534
78.491,3.0273,1.9922,7.5898,-0.2109,-0.4082,-0.0098,-0.1765,-0.0933,-0.9678,0.1534
78.512,3.2188,1.8789,7.5078,-0.1855,-0.0645,-0.1914,-0.1947,-0.0884,-0.9650,0.1522
78.532,3.7148,2.1445,7.2734,-0.0645,0.1465,-0.2520,-0.1947,-0.0884,-0.9650,0.1522
78.552,2.7969,2.1445,7.3125,-0.0371,0.4355,-0.3691,-0.1956,-0.0858,-0.9658,0.1470
78.573,2.2227,2.1445,7.3125,0.0762,0.7793,-0.6191,-0.1956,-0.0858,-0.9658,0.1470
78.593,1.8398,1.7617,7.5469,0.1211,0.9746,-0.8164,-0.1956,-0.0858,-0.9658,0.1470
78.614,1.9531,1.4570,7.7773,0.1953,1.0410,-0.8379,-0.1777,-0.0869,-0.9709,0.1352
78.635,1.8789,1.4180,7.7734,0.2930,1.4043,-0.9473,-0.1777,-0.0869,-0.9709,0.1352
78.655,1.3398,1.7227,7.9727,0.3477,1.9902,-1.1543,-0.1461,-0.0918,-0.9780,0.1172
78.676,0.6523,2.3359,8.3555,0.4453,2.1895,-1.2012,-0.1461,-0.0918,-0.9780,0.1172
78.697,0.1133,2.7969,8.8867,0.5527,2.1406,-1.2539,-0.1461,-0.0918,-0.9780,0.1172
78.716,0.2695,3.1797,8.4648,0.6309,2.1172,-1.3379,-0.1461,-0.0918,-0.9780,0.1172
78.737,-0.0391,3.4102,8.3906,0.6211,2.5645,-1.6270,-0.1461,-0.0918,-0.9780,0.1172
78.757,-1.0742,3.7539,7.9297,0.8262,3.1367,-1.6230,-0.0283,-0.1124,-0.9911,0.0659
78.779,-2.4883,3.5625,6.6680,1.1230,2.7578,-1.3594,-0.0283,-0.1124,-0.9911,0.0659
78.799,-2.4531,4.2891,6.3242,1.5176,2.1426,-1.0117,-0.0283,-0.1124,-0.9911,0.0659
78.820,-2.2969,4.9414,5.8984,1.7324,1.9941,-0.5645,0.0462,-0.1350,-0.9890,0.0395
78.839,-1.6836,6.4688,5.3633,1.9609,1.5742,-0.2715,0.0462,-0.1350,-0.9890,0.0395
78.860,-1.5312,6.5859,4.8281,2.1016,1.3398,-0.0762,0.0947,-0.1758,-0.9794,0.0312
78.882,-1.8789,6.8516,4.1367,2.3457,1.1934,0.1211,0.0947,-0.1758,-0.9794,0.0312
78.902,-1.6836,6.9336,3.1406,2.5156,0.8594,0.5020,0.0947,-0.1758,-0.9794,0.0312
78.922,-1.4922,8.5039,2.4883,2.8750,0.2930,0.9727,0.1254,-0.2313,-0.9643,0.0316
78.942,-0.3047,10.5703,1.8789,3.0957,-0.1758,1.3281,0.1254,-0.2313,-0.9643,0.0316
78.964,0.4219,11.3789,1.7617,3.2383,-0.3594,1.5352,0.1241,-0.3035,-0.9438,0.0408
78.983,1.1875,12.2188,1.4180,3.3906,-0.6387,1.8887,0.1241,-0.3035,-0.9438,0.0408
79.004,3.2578,13.2891,0.9961,3.4824,-1.4414,2.5488,0.1241,-0.3035,-0.9438,0.0408
79.025,3.9062,15.8984,0.3438,3.6035,-2.4492,2.9805,0.1241,-0.3035,-0.9438,0.0408
79.045,6.0898,16.7031,0.0781,3.5273,-3.1016,3.5605,0.1241,-0.3035,-0.9438,0.0408
79.066,8.3906,18.3477,0.4219,3.5957,-3.8047,4.1250,0.0082,-0.4783,-0.8727,0.0976
79.086,10.9570,18.6172,1.4180,3.6328,-4.1562,4.1406,0.0082,-0.4783,-0.8727,0.0976
79.106,12.6016,16.8906,0.5742,3.4375,-3.9297,4.1289,0.0082,-0.4783,-0.8727,0.0976
79.127,13.9062,16.9727,0.4609,3.2070,-3.1465,3.9395,-0.1160,-0.5590,-0.8096,0.1365
79.148,12.1836,16.0117,0.3047,2.9707,-2.2188,3.5078,-0.1160,-0.5590,-0.8096,0.1365
79.171,11.4141,13.0625,0.9570,2.7383,-1.2109,2.5117,-0.2148,-0.6158,-0.7363,0.1799
79.188,7.4297,13.7891,1.1484,2.7715,-0.3223,1.7344,-0.2148,-0.6158,-0.7363,0.1799
79.218,5.4414,12.5234,0.4961,2.1367,-1.6426,1.1602,-0.2148,-0.6158,-0.7363,0.1799
79.230,4.5977,12.4062,0.8828,2.1152,-2.1641,-0.0918,-0.2148,-0.6158,-0.7363,0.1799
79.250,1.1094,10.1133,0.3828,2.0020,-2.6895,-1.4648,-0.2148,-0.6158,-0.7363,0.1799
79.270,1.6836,10.3438,0.7266,1.7910,-2.2578,-2.6328,-0.2707,-0.7050,-0.6294,0.1833
79.292,2.9883,12.2969,-0.7266,1.8887,-1.6016,-3.8027,-0.2707,-0.7050,-0.6294,0.1833
79.312,1.9141,12.5234,-1.2266,1.2969,-1.8594,-4.2676,-0.2707,-0.7050,-0.6294,0.1833
79.332,1.1484,15.2070,-0.7266,2.1680,-1.7988,-4.6660,-0.2707,-0.7050,-0.6294,0.1833
79.353,2.7969,18.0039,-0.3438,2.0078,-3.6367,-4.3613,-0.2707,-0.7050,-0.6294,0.1833
79.373,5.1719,20.7227,0.4961,1.9395,-3.3926,-4.7617,-0.1769,-0.8148,-0.5520,0.0031
79.394,6.2422,18.6602,-1.0742,2.0312,-3.5312,-4.7969,-0.1769,-0.8148,-0.5520,0.0031
79.415,3.4492,17.2734,-1.3008,1.8594,-4.4824,-4.0879,-0.1769,-0.8148,-0.5520,0.0031
79.435,3.0273,17.5117,0.1523,1.2871,-4.5195,-4.2598,0.1314,0.8533,0.4882,0.1277
79.455,3.6406,16.2812,0.1133,0.9590,-4.6367,-4.1094,0.1314,0.8533,0.4882,0.1277
79.476,1.5703,16.3945,0.0000,0.2773,-5.5977,-3.8125,0.1011,0.8571,0.4276,0.2689
79.496,-1.4570,15.3242,-0.5352,-0.2559,-6.3203,-3.6191,0.1011,0.8571,0.4276,0.2689
79.517,-2.9102,13.7109,-1.2266,-0.7051,-7.2852,-3.2480,0.1011,0.8571,0.4276,0.2689
79.538,-2.5273,13.7539,-2.3750,-0.9824,-7.3027,-2.4668,0.0847,0.8104,0.3832,0.4352
79.560,-6.8555,13.7539,-3.6758,-0.9102,-7.5801,-3.0508,0.0847,0.8104,0.3832,0.4352
79.578,-3.6016,13.2891,-5.0938,-1.1582,-6.0020,-3.1836,0.0851,0.7106,0.3475,0.6059
79.599,-4.4805,11.7188,-3.0273,-1.4336,-4.4707,-2.4609,0.0851,0.7106,0.3475,0.6059
79.619,-3.4492,12.6406,-2.9102,-1.9961,-4.3652,-2.4473,0.0851,0.7106,0.3475,0.6059
79.640,-2.7578,11.9844,2.1055,-1.9316,-3.3477,-2.0352,0.0851,0.7106,0.3475,0.6059
79.660,-1.1094,11.3359,5.8594,-2.6934,-2.7539,-1.4902,0.0851,0.7106,0.3475,0.6059
79.681,1.6484,11.8789,7.9297,-3.3027,-1.6992,-0.9785,0.0153,0.5457,0.3043,0.7806
79.702,1.8008,11.0742,9.5000,-3.8848,-0.5039,-0.8574,0.0153,0.5457,0.3043,0.7806
79.723,-0.3828,9.3086,10.5703,-4.2734,-0.1484,-0.7949,0.0153,0.5457,0.3043,0.7806
79.742,-1.1094,8.3906,10.5742,-4.5840,-0.0742,-0.5527,-0.0632,0.4970,0.3319,0.7993
79.763,-0.7266,8.1602,10.5312,-4.9121,0.0508,-0.2988,-0.0632,0.4970,0.3319,0.7993
79.784,0.0781,7.8516,10.2266,-5.3418,0.3223,-0.0508,-0.1599,0.4551,0.3756,0.7913
79.805,-0.4609,8.1602,8.7383,-5.8477,0.5176,0.1094,-0.1599,0.4551,0.3756,0.7913
79.826,-1.2656,8.0430,7.1250,-6.2773,0.4043,0.3066,-0.1599,0.4551,0.3756,0.7913
79.846,-1.8398,7.8555,5.2109,-6.5977,0.0273,0.5645,-0.2732,0.4061,0.4352,0.7557
79.866,-1.9922,7.3516,3.4844,-6.8008,-0.2539,0.8789,-0.2732,0.4061,0.4352,0.7557
79.888,-1.6484,5.3242,0.6133,-6.9258,-0.3789,1.1914,-0.3863,0.3340,0.5078,0.6938
79.907,-1.6836,4.7891,-0.6914,-6.8789,-0.7285,1.5742,-0.3863,0.3340,0.5078,0.6938
79.927,-1.9531,4.4102,-2.2969,-6.6484,-1.0430,2.0020,-0.3863,0.3340,0.5078,0.6938
79.949,-2.1055,3.9102,-3.8320,-6.3262,-1.2793,2.4258,-0.3863,0.3340,0.5078,0.6938
79.968,-2.4141,4.2109,-3.2930,-6.0684,-1.4121,2.8535,-0.3863,0.3340,0.5078,0.6938
79.989,-2.6055,4.7109,-3.1406,-5.7402,-1.8789,3.3730,-0.5299,0.1616,0.6723,0.4910
80.009,-3.0273,5.3203,-3.1016,-5.2480,-2.1113,3.9609,-0.5299,0.1616,0.6723,0.4910
80.030,-1.6836,6.0156,-2.2969,-4.7891,-1.7168,4.4062,-0.5299,0.1616,0.6723,0.4910
80.050,-2.3359,5.5195,-1.6836,-4.3223,-1.1191,4.6367,-0.5399,0.0976,0.7546,0.3597
80.071,-2.8359,4.5156,-1.5703,-3.7988,-0.8320,4.8867,-0.5399,0.0976,0.7546,0.3597
80.092,-3.1406,3.7500,-1.5703,-3.2539,-0.7031,5.1387,-0.5386,0.0743,0.8098,0.2206
80.112,-3.9453,2.9492,-3.3320,-2.5996,-0.7285,5.2930,-0.5386,0.0743,0.8098,0.2206
80.133,-5.4766,1.6836,-4.0625,-1.8008,-1.1230,5.3516,-0.5386,0.0743,0.8098,0.2206
80.153,-5.1328,0.5352,-4.4062,-0.9746,-1.4688,5.2422,-0.5220,0.0869,0.8445,0.0819
80.174,-2.8711,0.8828,-4.9414,-0.2344,-1.2305,4.8867,-0.5220,0.0869,0.8445,0.0819
80.194,1.6836,3.1016,-3.4844,0.0859,0.2812,4.5879,0.4811,-0.1342,-0.8658,0.0314
80.216,1.8008,4.4102,-1.4180,-0.2656,2.0508,3.9375,0.4811,-0.1342,-0.8658,0.0314
80.235,-9.6914,7.5078,2.9102,-0.9473,-0.0234,2.6992,0.4811,-0.1342,-0.8658,0.0314
80.256,-13.1406,15.2852,13.1016,-2.0781,-1.5488,4.1270,0.4838,-0.1716,-0.8495,0.1219
80.276,-14.7812,10.0000,6.9336,-1.8359,-3.7246,0.8555,0.4838,-0.1716,-0.8495,0.1219
80.296,-13.8281,18.2734,8.8867,-0.9922,-3.1387,1.5254,0.4209,-0.1808,-0.8679,0.1921
80.317,-16.0898,10.9961,18.2383,-2.1699,-5.3145,0.1660,0.4209,-0.1808,-0.8679,0.1921
80.358,-9.6133,10.1133,11.0742,-2.0879,-3.6113,-1.3340,0.3168,-0.1662,-0.9124,0.1988
80.378,-4.6719,7.6602,7.3164,-2.1367,-4.5977,-1.4609,0.3168,-0.1662,-0.9124,0.1988
80.399,-10.3867,6.1680,9.2305,-0.9102,-5.7539,-0.2148,0.2175,-0.1317,-0.9553,0.1507
80.420,-0.8438,7.2383,12.7227,-1.0137,-4.6660,-0.6191,0.2175,-0.1317,-0.9553,0.1507
80.440,-1.8398,5.3633,12.9453,-0.9180,-3.3359,-0.2656,0.2175,-0.1317,-0.9553,0.1507
80.461,-3.6016,6.2812,12.1016,-0.7168,-3.6582,0.0098,0.0978,-0.1220,-0.9815,0.1101
80.482,-2.1836,4.4805,11.0742,-0.6445,-3.0508,-0.1758,0.0978,-0.1220,-0.9815,0.1101
80.502,0.4961,3.8320,11.1875,-0.8340,-2.4395,-0.3359,0.0135,-0.1124,-0.9893,0.0921
80.522,0.4961,3.1406,11.0742,-0.9570,-2.2305,-0.1230,0.0135,-0.1124,-0.9893,0.0921
80.543,-0.8438,2.7188,10.0000,-0.9434,-2.7930,-0.0215,0.0135,-0.1124,-0.9893,0.0921
80.564,0.6133,1.8398,10.1094,-0.8145,-2.7246,0.0664,-0.0485,-0.0948,-0.9910,0.0807
80.584,1.6094,1.6484,9.8477,-0.6855,-2.5547,0.0879,-0.0485,-0.0948,-0.9910,0.0807
80.604,2.0312,2.0703,9.8438,-0.7168,-2.4922,0.2363,-0.1165,-0.0800,-0.9871,0.0748
80.625,2.1445,2.1445,9.2305,-0.6738,-2.4844,0.3555,-0.1165,-0.0800,-0.9871,0.0748
80.646,3.2188,1.9531,8.3516,-0.6035,-1.8027,0.2402,-0.1165,-0.0800,-0.9871,0.0748
80.666,3.8672,2.1445,8.0391,-0.6211,-1.1367,0.1523,-0.1165,-0.0800,-0.9871,0.0748
80.687,2.4531,1.7617,7.8945,-0.5234,-0.9434,0.1152,-0.1165,-0.0800,-0.9871,0.0748
80.707,3.1797,1.5312,7.4688,-0.4590,-0.7793,0.1445,-0.2055,-0.0526,-0.9744,0.0744
80.731,3.2578,1.5703,7.3516,-0.3496,-0.5820,0.1055,-0.2055,-0.0526,-0.9744,0.0744
80.748,3.2188,1.7617,7.3125,-0.2793,-0.2930,-0.0508,-0.2055,-0.0526,-0.9744,0.0744
80.769,3.0664,1.5312,7.0078,-0.2031,-0.0156,-0.1934,-0.2213,-0.0427,-0.9714,0.0740
80.789,2.6797,1.5703,6.9727,-0.0938,0.5273,-0.5039,-0.2213,-0.0427,-0.9714,0.0740
80.810,1.9141,1.9531,7.0898,0.0039,1.0020,-0.8594,-0.2173,-0.0391,-0.9731,0.0662
80.830,1.8398,1.3789,7.5898,0.1445,1.2734,-1.0566,-0.2173,-0.0391,-0.9731,0.0662
80.851,2.4531,1.0352,7.5859,0.2871,1.4551,-1.0840,-0.2173,-0.0391,-0.9731,0.0662
80.872,1.7227,1.1875,7.8555,0.4219,1.6328,-1.3027,-0.1871,-0.0444,-0.9803,0.0444
80.893,0.4609,1.8789,9.0430,0.4395,2.0547,-1.5137,-0.1871,-0.0444,-0.9803,0.0444
80.912,0.1914,2.1055,8.9258,0.5293,2.6543,-1.5664,-0.1406,-0.0581,-0.9882,0.0153
80.934,-0.0391,2.3750,8.5781,0.6035,3.3242,-1.9141,-0.1406,-0.0581,-0.9882,0.0153
80.954,-0.6914,2.6797,8.3555,0.7598,3.6582,-2.0039,-0.1406,-0.0581,-0.9882,0.0153
80.974,-2.7188,3.1797,7.5859,0.9277,3.6484,-1.9004,0.0608,0.0774,0.9949,0.0223
80.995,-2.5273,3.9453,7.2344,1.2617,2.6387,-1.5371,0.0608,0.0774,0.9949,0.0223
81.015,-1.4570,4.6367,6.6641,1.4648,2.0195,-1.1328,-0.0217,0.1068,0.9923,0.0583
81.036,-1.8398,4.4805,6.3594,1.6309,2.0645,-0.7520,-0.0217,0.1068,0.9923,0.0583
81.056,-2.1836,5.0938,5.7812,1.7793,2.0996,-0.6973,-0.0217,0.1068,0.9923,0.0583
81.077,-2.2227,5.7461,5.0195,2.0098,1.9512,-0.4648,-0.0735,0.1485,0.9832,0.0761
81.097,-2.0703,6.0195,4.3281,2.3105,1.7051,-0.1621,-0.0735,0.1485,0.9832,0.0761
81.119,-2.2969,7.3906,3.1406,2.6836,1.3203,0.1211,-0.1169,0.2027,0.9688,0.0826
81.138,-1.0352,8.2344,2.6445,2.9473,1.0547,0.5605,-0.1169,0.2027,0.9688,0.0826
81.158,-0.7266,9.5430,2.0703,3.0996,0.6582,0.9160,-0.1169,0.2027,0.9688,0.0826
81.179,-1.3008,10.4922,2.0312,3.3027,-0.0195,1.2754,-0.1349,0.2747,0.9491,0.0748
81.200,1.2266,12.9492,0.7656,3.5293,-1.1406,1.8906,-0.1349,0.2747,0.9491,0.0748
81.220,3.4492,13.5273,0.3828,3.6074,-2.2012,2.5039,-0.1055,0.3589,0.9250,0.0659
81.241,5.6328,13.2930,-0.4609,3.5625,-2.3281,2.7207,-0.1055,0.3589,0.9250,0.0659
81.262,3.7930,14.3281,-0.9570,3.7969,-2.7324,2.7969,-0.1055,0.3589,0.9250,0.0659
81.283,8.9648,18.9219,-1.8789,3.9043,-3.4727,3.3066,-0.0143,0.4442,0.8944,0.0509
81.302,9.5781,19.8477,-1.0742,3.7871,-2.6523,3.5234,-0.0143,0.4442,0.8944,0.0509
81.323,11.6836,20.2305,-0.5352,3.6406,-2.6777,3.9199,0.0983,0.5203,0.8481,0.0186
81.344,11.7969,23.1758,0.9180,3.6152,-2.2188,3.8691,0.0983,0.5203,0.8481,0.0186
81.364,9.4219,19.7656,2.2969,3.0977,-1.5723,3.4629,0.0983,0.5203,0.8481,0.0186
81.384,10.0742,18.3477,1.7227,2.7910,-1.0840,2.9082,-0.1993,-0.5792,-0.7896,0.0359
81.404,7.1250,16.8906,2.2969,2.6133,-1.7285,2.3203,-0.1993,-0.5792,-0.7896,0.0359
81.427,4.1367,17.8906,1.8398,2.4492,-2.3691,0.4590,-0.2619,-0.6194,-0.7356,0.0815
81.446,2.1055,13.5938,3.4102,2.6543,-1.9102,-0.6562,-0.2619,-0.6194,-0.7356,0.0815
81.466,2.2969,13.7930,1.3398,2.5527,-2.2266,-2.2988,-0.2619,-0.6194,-0.7356,0.0815
81.487,0.5742,12.7188,1.1094,2.0684,-1.8164,-3.7012,-0.2872,-0.6726,-0.6795,0.0580
81.508,3.6758,17.5820,0.5352,2.3672,-1.5469,-3.9629,-0.2872,-0.6726,-0.6795,0.0580
81.528,2.2969,17.8555,3.3711,2.0234,-0.9551,-4.9570,0.2527,0.7350,0.6289,0.0165
81.548,6.0898,17.8164,3.7930,2.4531,-0.0371,-4.4805,0.2527,0.7350,0.6289,0.0165
81.569,0.1133,20.6094,2.2969,2.4473,-3.2285,-4.6895,0.2527,0.7350,0.6289,0.0165
81.589,2.1836,17.6992,1.5703,2.2812,-4.3047,-4.1504,0.2527,0.7350,0.6289,0.0165
81.610,3.1406,16.7422,0.1523,2.0039,-4.9688,-4.5391,0.2527,0.7350,0.6289,0.0165
81.631,4.8281,14.5977,0.1523,1.3457,-4.1855,-4.4746,0.1826,0.8198,0.4817,0.2501
81.652,3.0273,15.0156,2.5273,1.3398,-4.0117,-4.5742,0.1826,0.8198,0.4817,0.2501
81.671,0.6523,14.8633,0.5742,0.6855,-5.2188,-4.4414,0.1826,0.8198,0.4817,0.2501
81.692,0.9180,13.2500,-0.3047,0.5820,-4.4297,-3.9844,0.1588,0.8162,0.3971,0.3884
81.712,-4.7109,13.7109,0.1914,0.8867,-3.8809,-4.0371,0.1588,0.8162,0.3971,0.3884
81.733,-4.7500,11.0742,0.4609,0.2656,-2.9746,-4.7734,0.1318,0.7878,0.3138,0.5133
81.754,-8.6562,12.4102,2.4141,0.1484,-2.0859,-4.7910,0.1318,0.7878,0.3138,0.5133
81.774,-7.2383,12.1836,2.1836,-0.7188,-2.3281,-4.6152,0.1318,0.7878,0.3138,0.5133
81.795,-8.5039,11.9141,4.1758,-1.2402,-4.6504,-3.7520,0.0656,0.7643,0.2318,0.5983
81.817,-4.4805,13.7500,6.8555,-1.8281,-5.5098,-3.6309,0.0656,0.7643,0.2318,0.5983
81.837,-2.8711,13.9062,7.8906,-2.8496,-5.2910,-3.2266,0.0039,0.6868,0.1846,0.7030
81.857,0.3828,12.9883,9.3477,-3.8203,-2.8555,-2.6367,0.0039,0.6868,0.1846,0.7030
81.877,0.9180,11.6445,10.6094,-4.5703,-1.4395,-2.2539,0.0039,0.6868,0.1846,0.7030
81.900,-2.9492,10.3828,10.7969,-5.0762,-1.6133,-1.9316,-0.0869,0.6036,0.1851,0.7706
