time_s,ax,ay,az,gx,gy,gz,qx,qy,qz,qw
14.259,5.3633,15.7070,-1.5312,3.8066,-3.1504,2.8887,0.3175,0.0911,0.0723,0.9411
14.278,8.2344,16.6250,-0.7656,3.4844,-4.2891,3.5879,0.3175,0.0911,0.0723,0.9411
14.300,18.3125,21.4570,-0.5742,3.2383,-4.8770,4.1562,0.4134,-0.0060,0.1085,0.9041
14.319,19.2695,23.5195,1.7227,3.2188,-4.4648,3.5547,0.4134,-0.0060,0.1085,0.9041
14.340,19.1172,21.9844,4.7109,3.2676,-3.7324,3.4922,0.4134,-0.0060,0.1085,0.9041
14.361,17.2383,23.2500,6.5508,3.2930,-3.4551,3.6641,0.4920,-0.1372,0.1438,0.8476
14.381,8.4258,18.9648,4.4453,2.8574,-3.2383,2.8242,0.4920,-0.1372,0.1438,0.8476
14.401,4.5977,16.8945,2.4141,3.3340,-2.8008,1.0625,0.5567,-0.2351,0.1809,0.7759
14.422,-0.6133,11.2617,0.8047,2.7285,-1.8301,-3.2969,0.5567,-0.2351,0.1809,0.7759
14.443,1.2266,10.4180,-1.3008,2.9082,-0.2812,-4.8262,0.5567,-0.2351,0.1809,0.7759
14.463,1.1094,20.9961,1.2266,3.4238,-0.7500,-5.4766,0.5567,-0.2351,0.1809,0.7759
14.483,4.2539,20.1914,4.0977,3.1699,-0.8320,-4.6973,0.5567,-0.2351,0.1809,0.7759
14.504,-2.5664,30.4531,3.3711,4.0039,-2.9590,-4.5684,0.7145,-0.1528,0.0466,0.6812
14.525,4.4062,30.6797,1.7227,4.0508,-3.9395,-4.3496,0.7145,-0.1528,0.0466,0.6812
14.546,1.0742,24.7422,1.7227,4.4473,-4.1797,-4.8301,0.7145,-0.1528,0.0466,0.6812
14.567,2.7969,22.7148,0.6523,4.5098,-5.3652,-5.1445,0.7964,-0.1234,-0.0781,0.5868
14.586,10.1914,15.6289,0.7656,2.8711,-6.7012,-3.6797,0.7964,-0.1234,-0.0781,0.5868
14.607,6.0898,18.4609,2.4883,2.8477,-6.6367,-5.4395,0.8368,-0.1192,-0.2434,0.4758
14.627,6.0156,15.2461,2.0703,1.9473,-6.0781,-4.8848,0.8368,-0.1192,-0.2434,0.4758
14.648,2.7578,15.7070,-1.7227,1.8652,-5.9727,-4.8926,0.8368,-0.1192,-0.2434,0.4758
14.668,6.5508,17.5078,-1.1094,0.9395,-5.5469,-5.0156,0.8250,-0.0999,-0.4186,0.3662
14.690,-12.2578,10.9961,-1.2656,1.3906,-5.9727,-6.5391,0.8250,-0.0999,-0.4186,0.3662
14.709,3.5234,13.8281,-3.5625,0.6230,-3.3652,-1.5273,0.7739,-0.0507,-0.5746,0.2614
14.730,5.8594,17.8125,-2.4883,-0.5801,-1.5625,-3.9043,0.7739,-0.0507,-0.5746,0.2614
14.750,-5.6328,13.7109,2.5273,-0.7539,-1.8672,-3.5371,0.7739,-0.0507,-0.5746,0.2614
14.771,-5.0938,11.8750,4.8633,-0.8906,-3.9980,-3.2461,0.7739,-0.0507,-0.5746,0.2614
14.791,-2.2227,11.9531,7.3555,-1.7500,-4.3027,-2.2969,0.7739,-0.0507,-0.5746,0.2614
14.812,-2.6445,10.7266,10.1914,-2.5625,-3.5996,-1.9883,0.6713,0.0498,-0.7155,0.1871
14.833,-4.0625,9.5391,11.0742,-3.3867,-3.2617,-2.0078,0.6713,0.0498,-0.7155,0.1871
